Country,Russia,Indonesia,India,China,Philippines,Vietnam,Japan,Iran,Afghanistan,Taiwan,Pakistan,Nepal,Turkey,Thailand,Laos,Myanmar,Saudi Arabia,South Korea,Malaysia,Kazakhstan,Sri Lanka,Hong Kong,Iraq,Syria,United Arab Emirates,Uzbekistan,Yemen,Lebanon,Guam,Mongolia,Bangladesh,Cambodia,Kyrgyzstan,Israel,Qatar,North Korea,Singapore,Bhutan,East Timor,Macao
0,228,112,110,90,78,78,53,48,46,41,38,35,33,30,28,26,23,17,16,15,15,14,14,14,10,10,9,8,6,6,5,5,5,3,3,2,2,1,1,1
