Country,Australia,Papua New Guinea,New Zealand,French Polynesia,New Caledonia,American Samoa,Cook Islands,Kiribati,Marshall Islands,Northern Mariana Islands,Palau
0,92,47,25,10,7,6,1,1,1,1,1
