United States,Russia,Brazil,Canada,France,Colombia,United Kingdom,Indonesia,India,Germany,Mexico,Australia,China,Italy,Spain,Philippines,Vietnam,Congo D.R.,Venezuela,Argentina,Peru,Japan,Bolivia,Iran,Angola,Papua New Guinea,Afghanistan,Egypt,Taiwan,Pakistan,Ecuador,Ukraine,Nepal,Nigeria,Norway,Turkey,Honduras,Greece,Thailand,Morocco,Sudan,Cameroon,Laos,Kenya,Myanmar,Puerto Rico,South Africa,Algeria,New Zealand,Others
1473,228,219,180,163,162,135,112,110,98,97,92,90,80,79,78,78,69,66,58,55,53,52,48,47,47,46,44,41,38,37,36,35,35,35,33,32,30,30,29,29,28,28,26,26,26,26,25,25,910
