Country,Congo D.R.,Angola,Egypt,Nigeria,Morocco,Sudan,Cameroon,Kenya,South Africa,Algeria,Libya,Ethiopia,Somalia,Senegal,Madagascar,South Sudan,Mozambique,Tanzania,Mauritania,Liberia,Central African Republic,Cote d'Ivoire,Namibia,Uganda,Zambia,Mali,Niger,Rwanda,Zimbabwe,Botswana,Guinea,Sierra Leone,Cape Verde,Chad,Eritrea,Tunisia,Benin,Burkina Faso,Malawi,Mauritius
0,69,47,44,35,29,29,28,26,26,25,22,16,13,10,9,9,8,8,7,6,5,5,5,5,5,4,4,4,4,3,3,3,2,2,2,2,1,1,1,1
