Country,United States,Canada,Mexico,Honduras,Puerto Rico,Nicaragua,Cuba,Guatemala,Panama,Costa Rica,Bahamas,U.S. Virgin Islands,Haiti,Dominican Republic,Greenland,El Salvador,Bermuda,Minor Outlying Islands,Turks and Caicos Islands,Barbados,Jamaica,Antigua and Barbuda,Belize,British Virgin Islands,Dominica,Saint-Barthelemy,Sint Maarten
0,1473,180,97,32,26,19,18,18,15,14,13,12,8,6,6,5,4,3,3,2,2,1,1,1,1,1,1
