Country,Brazil,Colombia,Venezuela,Argentina,Peru,Bolivia,Ecuador,Chile,Uruguay,Guyana,Suriname,Caribbean Netherlands,Curacao,Paraguay
0,219,162,66,58,55,52,37,23,8,5,5,2,2,1
