Day,Events
19720529,1
19720530,4
19720601,1
19720603,1
19720605,2
19720613,1
19720614,1
19720615,1
19720618,2
19720624,1
19720625,1
19720629,2
19720630,1
19720705,1
19720706,1
19720711,1
19720720,1
19720729,1
19720812,1
19720814,1
19720816,1
19720827,2
19720828,1
19720831,2
19720901,1
19720907,2
19720910,1
19720913,1
19720924,1
19720930,1
19721002,1
19721012,1
19721013,1
19721016,1
19721021,1
19721023,1
19721027,1
19721030,2
19721031,1
19721104,2
19721117,1
19721128,1
19721129,2
19721203,1
19721205,1
19721206,1
19721208,1
19730212,1
19721215,2
19721220,2
19721221,1
19721223,1
19721229,1
19721231,2
19730102,2
19730119,1
19730122,1
19730127,4
19730129,1
19730131,2
19730219,1
19730221,2
19730222,1
19730224,1
19730228,2
19730303,1
19730305,1
19730307,2
19730315,1
19730319,1
19730410,1
19730412,1
19730418,1
19730419,1
19730516,1
19730518,1
19730519,1
19730529,1
19730531,1
19730601,1
19730603,1
19730609,1
19730620,1
19730630,1
19730711,1
19730722,1
19730723,1
19730724,1
19730731,1
19730804,2
19731013,1
19730813,1
19730815,1
19730818,1
19730822,1
19730827,1
19730828,1
19730904,1
19730908,2
19730909,1
19730911,1
19730920,1
19730924,1
19730925,1
19730927,1
19730930,1
19731002,1
19731004,1
19731023,2
19731029,1
19731031,1
19731102,1
19731103,1
19731117,1
19731207,1
19731209,1
19731211,2
19731216,1
19731217,1
19731218,1
19731221,1
19731222,3
19731223,1
19731228,1
19740101,1
19740106,2
19740109,1
19740110,1
19740117,1
19740125,1
19740126,1
19740127,1
19740128,1
19740130,1
19740202,1
19740209,1
19740210,1
19740222,1
19740223,1
19740228,1
19740303,1
19740308,1
19740311,1
19740313,1
19740315,1
19740404,1
19740411,1
19740422,1
19740424,1
19740427,2
19740430,1
19740502,1
19740506,1
19740523,1
19740531,1
19740608,1
19740627,1
19740630,1
19740724,1
19740727,1
19740805,1
19740809,1
19740811,2
19740812,1
19740813,1
19740814,1
19740818,1
19740907,1
19740908,1
19740911,1
19740915,1
19740919,1
19740922,1
19741001,1
19741002,1
19741009,1
19741010,1
19741013,2
19741017,1
19741019,1
19741022,1
19741024,1
19751109,2
19741027,2
19741028,1
19741030,2
19741107,1
19741115,1
19741120,1
19741122,1
19741201,1
19741204,1
19741211,1
19741212,2
19741214,1
19741222,1
19741226,1
19741229,1
19750103,1
19750105,1
19750106,1
19750108,2
19750109,2
19750113,1
19750115,1
19750116,1
19750130,1
19750201,1
19750203,1
19750209,1
19750216,1
19750222,1
19750227,1
19750305,1
19750312,1
19750316,1
19750318,1
19750320,1
19750404,1
19750422,1
19750428,1
19750503,1
19750510,1
19750512,1
19750513,1
19750603,1
19750617,1
19750624,2
19750626,2
19750630,1
19750702,2
19750703,2
19750710,1
19750715,1
19750726,1
19750803,1
19750807,2
19750815,1
19750820,1
19750825,1
19750830,3
19750901,1
19750911,1
19750924,1
19750930,1
19751023,1
19751026,1
19751027,1
19751030,1
19751103,1
19751107,1
19751118,2
19751120,1
19751122,1
19751125,1
19751129,1
19751130,1
19751221,1
19751226,2
19760101,1
19760103,1
19760106,2
19760108,1
19760115,1
19760118,1
19760120,1
19760121,1
19760122,1
19760130,1
19760203,1
19760204,1
19760206,1
19760902,1
19760208,1
19760209,1
19760221,1
19760301,2
19760302,1
19760306,1
19760307,1
19760318,2
19760402,1
19760405,1
19760408,1
19760414,2
19760415,1
19760423,1
19760427,1
19760504,1
19760505,1
19761123,1
19760509,1
19760515,1
19760518,1
19760523,1
19760601,1
19760604,1
19760606,1
19760610,1
19760627,1
19760705,1
19760724,1
19760727,1
19760728,1
19760801,1
19760802,4
19760809,1
19760815,2
19760825,1
19760828,1
19760903,1
19760909,2
19760910,1
19760919,1
19760922,1
19760926,1
19761004,2
19761006,1
19761009,1
19761013,1
19761020,1
19761025,1
19761028,1
19761104,2
19761105,1
19761112,1
19761128,1
19761129,1
19761212,1
19761217,1
19761225,1
19761228,1
19761231,2
19770106,1
19770113,1
19770114,1
19770115,1
19770120,1
19770127,1
19770211,1
19770215,1
19770228,1
19770301,2
19770303,1
19770304,1
19770706,1
19770327,1
19770329,1
19770330,1
19770404,1
19770410,1
19770419,1
19770427,1
19770510,1
19770513,1
19770514,1
19770516,1
19770527,1
19770531,1
19770603,1
19770620,1
19770621,1
19770708,1
19770714,1
19770720,1
19770721,2
19770724,1
19770725,1
19770801,1
19770807,1
19770811,2
19770812,1
19770820,2
19770825,1
19770902,1
19770904,1
19770906,1
19770908,1
19770912,1
19770914,1
19770922,1
19770923,1
19770927,1
19771001,1
19771010,1
19771020,2
19771021,2
19771103,2
19771119,1
19771121,1
19771126,1
19771129,1
19771202,1
19771204,1
19771208,1
19771209,1
19771211,1
19771213,2
19771214,1
19771218,1
19771219,1
19771221,1
19771222,1
19771224,1
19771229,1
19780101,1
19780106,1
19780124,1
19780127,2
19780131,1
19780210,1
19780211,1
19780218,1
19780227,2
19780228,1
19780301,1
19780302,1
19780303,1
19780307,1
19780314,1
19780316,1
19780322,1
19780325,1
19780326,1
19780404,1
19780405,1
19780420,1
19780423,1
19780427,1
19780429,1
19780913,1
19780508,1
19780518,2
19780519,1
19780623,1
19780626,2
19780724,1
19780814,1
19780825,1
19780826,3
19780830,3
19780902,1
19780903,1
19780909,1
19780914,2
19780917,1
19780925,2
19780926,1
19781003,1
19781007,1
19781008,1
19781022,1
19781023,1
19781024,1
19781031,1
19781105,1
19781113,1
19781115,1
19781116,1
19781118,1
19781119,1
19781121,1
19781125,1
19781128,1
19781204,1
19781216,1
19781217,1
19781219,1
19781221,1
19781223,1
19781226,1
19781228,1
19790111,1
19790115,1
19790118,1
19790119,1
19790124,1
19790127,1
19790205,2
19790208,1
19790212,1
19790217,2
19790219,1
19790226,1
19790301,1
19790302,1
19790306,2
19790310,1
19790314,1
19790317,2
19790320,1
19790322,1
19790326,1
19790329,1
19790412,1
19790414,1
19790418,1
19790423,2
19790425,1
19790525,1
19800114,1
19790527,1
19790530,1
19790607,1
19790609,2
19790617,1
19790711,1
19790712,1
19790720,1
19790723,1
19790724,1
19790731,2
19790802,1
19790803,2
19790804,1
19790809,1
19790811,2
19790822,2
19790823,1
19790829,2
19790903,1
19790911,1
19790914,1
19790918,1
19790919,3
19790930,1
19791003,1
19791008,1
19791022,1
19791027,1
19791028,1
19791031,1
19791101,1
19791102,1
19791112,1
19791115,2
19791116,1
19791118,1
19791126,1
19791128,1
19791130,1
19791203,1
19791209,1
19791212,2
19791219,1
19791222,1
19791223,1
19800102,1
19800111,1
19800121,1
19800123,1
19800124,2
19800203,1
19800221,1
19800222,2
19800227,2
19800314,1
19800321,1
19800324,1
19800330,1
19800412,1
19800424,1
19800425,2
19800427,1
19800513,1
19801221,1
19800519,1
19800528,2
19800602,1
19800608,1
19800612,2
19800615,1
19800627,1
19800707,1
19800712,1
19800721,1
19800725,1
19800801,1
19800803,1
19800806,1
19800807,1
19800811,1
19800813,1
19801223,1
19810114,1
19800819,1
19800826,1
19800905,1
19800910,1
19800912,1
19800914,1
19800915,1
19800917,1
19800922,1
19800930,1
19801024,1
19801104,1
19801112,1
19801117,1
19801119,1
19801124,1
19801128,1
19801205,1
19801207,1
19801212,1
19801216,1
19810827,1
19810120,1
19810127,1
19810207,1
19810210,1
19810211,1
19810222,1
19810224,1
19810225,1
19810226,1
19810302,1
19810310,1
19810315,1
19810326,1
19810327,1
19810401,1
19810406,1
19810407,1
19810417,1
19810428,1
19810506,1
19810507,1
19810516,1
19810521,1
19810522,1
19810524,2
19810528,1
19810529,1
19810613,1
19810617,1
19810626,1
19810630,1
19810718,1
19810720,1
19810723,1
19810724,1
19810725,1
19810727,1
19810811,1
19810822,1
19810824,1
19810829,1
19810902,1
19810918,1
19810921,1
19810922,1
19810929,1
19811001,1
19811006,1
19811015,1
19811026,1
19811031,1
19811108,1
19811115,1
19811116,1
19811119,1
19811130,1
19811201,1
19811205,1
19811210,1
19811215,1
19811216,1
19811218,2
19830605,1
19811231,1
19820107,1
19820113,1
19820114,1
19820123,1
19820125,1
19820203,2
19820206,1
19820207,1
19820209,1
19820219,2
19820221,1
19820311,1
19820624,1
19820628,1
19820319,1
19820320,1
19820326,1
19820411,1
19820413,1
19820426,1
19820428,1
19820430,1
19820509,1
19820512,1
19820519,1
19820525,1
19820528,1
19820601,1
19820608,1
19820612,1
19820622,1
19820703,1
19820706,1
19820709,1
19820711,1
19820714,1
19820723,1
19820724,1
19820804,2
19820811,1
19820812,1
19820814,1
19820820,1
19820831,1
19820901,1
19820904,1
19820911,1
19820913,1
19820917,1
19820918,1
19820921,1
19820929,1
19821020,1
19821117,1
19821123,1
19821129,1
19821130,3
19821201,1
19821207,1
19821209,1
19821215,1
19821222,1
19821223,1
19821224,1
19830109,1
19830111,1
19830114,1
19830116,1
19830213,1
19830223,1
19830309,1
19830310,1
19830311,1
19830324,1
19830330,1
19830403,2
19830407,1
19830416,1
19830419,1
19830426,2
19830429,2
19830430,1
19830505,1
19830602,1
19830606,1
19830616,1
19830621,1
19830625,1
19830628,1
19830701,1
19830711,1
19830716,1
19830723,1
19830726,1
19830805,1
19830811,1
19830817,1
19830827,1
19830828,1
19830830,1
19830901,1
19830902,2
19830914,1
19830923,1
19830928,1
19870116,1
19831005,1
19831007,1
19831008,1
19831011,1
19831028,1
19831108,1
19831123,1
19831126,1
19831127,1
19831128,1
19831207,1
19831209,1
19831214,1
19831217,1
19831224,1
19840102,1
19840109,1
19840110,1
19840113,1
19840124,1
19840128,1
19840130,1
19840216,1
19840219,1
19840220,2
19840224,1
19840227,1
19840228,1
19840305,2
19840313,1
19840316,1
19840324,1
19840331,1
19840404,1
19840418,1
19840508,1
19840515,1
19840530,1
19840604,1
19840619,1
19840628,1
19840701,2
19840711,1
19840712,1
19840721,2
19840725,1
19840802,1
19840805,1
19840808,1
19840811,1
19840815,1
19841211,1
19840824,1
19840830,1
19840906,1
19840907,1
19840911,1
19840916,1
19840918,1
19840921,2
19840926,1
19841002,1
19841009,1
19841011,1
19841027,1
19841028,1
19841031,1
19841119,1
19841120,1
19841204,1
19841206,1
19860322,1
19841217,1
19841219,1
19841222,1
19841223,1
19850101,1
19850109,1
19850118,1
19850119,2
19850120,2
19850121,1
19850122,1
19850123,1
19850201,1
19850204,2
19850206,1
19891018,1
19850209,1
19850216,1
19850219,1
19850222,1
19850225,1
19850312,1
19850328,1
19850411,2
19850413,1
19850415,1
19850416,1
19850419,1
19850420,1
19850503,1
19850506,1
19850515,1
19850516,2
19850521,1
19850528,1
19850531,1
19850614,1
19850623,1
19850628,2
19850710,1
19850719,1
19850724,1
19850802,1
19850812,1
19850815,1
19850820,1
19850822,1
19850825,1
19850827,1
19850830,1
19850904,1
19850906,1
19850922,1
19850923,1
19850925,3
19850929,1
19851004,1
19851009,1
19851010,1
19851011,1
19851012,1
19851022,1
19851101,1
19851115,1
19851116,1
19851121,1
19851124,1
19851125,1
19851212,1
19851230,1
19851231,1
19860118,1
19860121,1
19860128,1
19860129,1
19860205,1
19860216,1
19860302,1
19860303,1
19860313,1
19860320,1
19860324,1
19860325,2
19860327,1
19860330,1
19860331,2
19860402,2
19860427,1
19860501,1
19860503,1
19860517,1
19860518,1
19860524,1
19860610,1
19860612,1
19860617,1
19860618,1
19860622,1
19860702,1
19860710,1
19860726,1
19860804,2
19860814,1
19860816,1
19860821,1
19860828,1
19860831,1
19860903,1
19860905,1
19860909,1
19860914,1
19860919,2
19861003,1
19861004,1
19861014,1
19861015,1
19861016,1
19861019,1
19861020,1
19861022,1
19861023,1
19861030,1
19861102,1
19861106,1
19861125,1
19861212,1
19861215,1
19861225,1
19861227,1
19870102,1
19870103,2
19870112,1
19870113,1
19870115,1
19870130,1
19870205,1
19870206,1
19870209,1
19870214,1
19870304,1
19870306,1
19870313,1
19870321,1
19870327,1
19870330,1
19870401,1
19870402,1
19870404,1
19870413,1
19870423,1
19870505,1
19881004,1
19870508,1
19870509,1
19870511,1
19870513,1
19870519,1
19870523,1
19870525,1
19870530,1
19870605,1
19870611,1
19870618,1
19870619,1
19870621,1
19870626,1
19870701,1
19870724,1
19870730,1
19870731,1
19870804,1
19880118,1
19870816,2
19870818,2
19870831,1
19870908,1
19870913,1
19870921,1
19871011,1
19871015,1
19871019,1
19871104,1
19871106,1
19871110,1
19871115,1
19871123,1
19871127,2
19880119,1
19871128,1
19871129,2
19871203,1
19871207,2
19871208,1
19871213,1
19871214,1
19871221,3
19871222,2
19871223,1
19871230,1
19880102,1
19880108,1
19880124,1
19880201,2
19880203,1
19880208,1
19880219,1
19880227,1
19880301,1
19880304,1
19880306,1
19880308,1
19880317,1
19880331,1
19880405,1
19880410,1
19880412,1
19880416,1
19880419,1
19880427,1
19880726,2
19881007,1
19880428,1
19880506,1
19880518,1
19880524,1
19880526,1
19880603,1
19880608,1
19880612,1
19880618,1
19880626,1
19880703,2
19880706,1
19880720,1
19880721,1
19880730,1
19880802,1
19880815,1
19880817,4
19880819,1
19880823,1
19880826,1
19880828,2
19880831,1
19880905,1
19880909,1
19880912,1
19880915,1
19880919,1
19881011,1
19881016,2
19881017,1
19881019,1
19881025,1
19881102,1
19881113,1
19881114,1
19881117,1
19881118,1
19881130,1
19881207,1
19881208,1
19881210,1
19881211,1
19881214,1
19881217,1
19881221,1
19890315,1
19890108,1
19890112,1
19890117,1
19890129,1
19890131,1
19890203,1
19890206,2
19890208,1
19890209,1
19890219,1
19890224,2
19890225,1
19890228,1
19890310,1
19890318,1
19890320,1
19890321,1
19890410,1
19890419,1
19890426,1
19890505,1
19890506,1
19890508,1
19890509,2
19890607,1
19890611,1
19890617,1
19890618,1
19890622,2
19890627,1
19890628,3
19890629,2
19890719,1
19890721,1
19890723,2
19890726,1
19890727,1
19890731,1
19890803,1
19890807,1
19890808,1
19890813,1
19890815,1
19890821,1
19890825,2
19890828,1
19890903,2
19890908,1
19890915,2
19890919,2
19890920,1
19890921,2
19890923,1
19890926,1
19890927,1
19890928,1
19891004,2
19891006,1
19891010,1
19891020,1
19891021,1
19891026,1
19891027,1
19891028,1
19891109,1
19891110,1
19891114,1
19891121,1
19891123,1
19891125,2
19891127,2
19891128,1
19891201,1
19891221,1
19900205,1
19891226,1
19891228,1
19891230,1
19900102,1
19900113,1
19900115,1
19900117,1
19900118,2
19900123,1
19900125,2
19900127,1
19900129,1
19900212,1
19900214,1
19900217,1
19900227,1
19900301,1
19900305,1
19900308,1
19900312,1
19900321,1
19900323,2
19900327,1
19900406,1
19900412,1
19900418,1
19900420,1
19900426,2
19900430,1
19900505,1
19900510,3
19900511,1
19900518,2
19900606,1
19900610,1
19900625,1
19900702,1
19900705,1
19900712,1
19900727,1
19900731,1
19900801,1
19900810,1
19900821,1
19900827,1
19921214,1
19900829,1
19900903,1
19900911,1
19900912,1
19900914,1
19900920,2
19900924,1
19901002,1
19901003,1
19901019,1
19901024,1
19901111,1
19901114,1
19901118,1
19901119,1
19910217,1
19901121,1
19901125,1
19901203,1
19901204,1
19901206,1
19901221,1
19910110,1
19910111,1
19910130,1
19910131,1
19910201,1
19910205,1
19910207,1
19910213,1
19910214,1
19910220,1
19910303,1
19910305,1
19910311,2
19910316,2
19910318,2
19910321,1
19910323,1
19910325,1
19910401,2
19910404,1
19910405,1
19910419,1
19910505,1
19910509,1
19910513,1
19910515,1
19910523,1
19910524,1
19910526,1
19910601,1
19910610,1
19910620,2
19910626,1
19910704,1
19910709,1
19910710,1
19910711,1
19910927,1
19910722,1
19910723,1
19910725,2
19910806,1
19910814,1
19910815,1
19910816,1
19910820,2
19910828,1
19910903,2
19910911,1
19910916,1
19910917,1
19910918,1
19910923,1
19910926,1
19910929,1
19911005,1
19911008,1
19911013,2
19911025,1
19911030,1
19911101,1
19911107,1
19911111,2
19911116,2
19911120,1
19911121,1
19911125,1
19911126,1
19911129,1
19911210,1
19911211,1
19911222,2
19911227,1
19911229,1
19920103,1
19920113,1
19920120,1
19920127,1
19920128,1
19920203,1
19920206,1
19920209,1
19920215,1
19920220,1
19920302,2
19920312,2
19920322,1
19920324,1
19920404,1
19920407,1
19920410,1
19920415,1
19920416,1
19920417,2
19920422,1
19920426,1
19920428,1
19920606,1
19920607,1
19920608,1
19920612,2
19920619,2
19920622,1
19920628,1
19920705,1
19920713,2
19920714,1
19920720,2
19920724,1
19920727,1
19920728,1
19920729,1
19920928,2
19920730,1
19920731,1
19920821,4
19920825,1
19920827,1
19920831,1
19920907,1
19920910,1
19920912,1
19920916,1
19920918,1
19920919,1
19920921,1
19920926,1
19921004,1
19921007,1
19921008,1
19921009,1
19921018,1
19921019,1
19921021,1
19921029,1
19921031,1
19921108,2
19921111,1
19921114,1
19921115,1
19921119,1
19921124,1
19921130,1
19921209,1
19921213,1
19921221,1
19921222,1
19930103,1
19930106,1
19930109,1
19930113,1
19930114,1
19930127,1
19930131,1
19930208,1
19930210,1
19930220,1
19930228,1
19930305,1
19930314,1
19930319,1
19930323,1
19930331,1
19930401,2
19930402,1
19930406,1
19930419,1
19930423,1
19930426,1
19930427,2
19930428,1
19930511,1
19930515,1
19930519,1
19930606,1
19930607,1
19930609,1
19930616,1
19930617,1
19930701,1
19930706,1
19930712,2
19930723,1
19930726,1
19930730,1
19930731,1
19930807,1
19930818,1
19930826,1
19930828,1
19930914,1
19930921,1
19930922,1
19930923,1
19931004,1
19931025,1
19931026,1
19931027,1
19931106,1
19931110,1
19931113,1
19931115,1
19931120,1
19931121,1
19931201,1
19931203,1
19931209,1
19931213,1
19931215,2
19931226,1
19940103,1
19941002,1
19940105,1
19940107,1
19940118,1
19940224,2
19940225,1
19940302,1
19940308,1
19940309,1
19940314,1
19940317,2
19940318,1
19940321,3
19940323,1
19940602,1
19940403,2
19940404,1
19940406,1
19940414,1
19940425,1
19940426,1
19940427,1
19940429,1
19940507,1
19940523,1
19940528,1
19940807,1
19940606,2
19940613,1
19940618,1
19940622,1
19940626,1
19940629,1
19940630,1
19940701,1
19940702,1
19940711,2
19940714,1
19940717,1
19940719,1
19940726,1
19940805,1
19940810,1
19940811,1
19940812,1
19940814,1
19940821,1
19940908,1
19940913,1
19940917,1
19940918,1
19940923,1
19940926,1
19940928,1
19940929,1
19940930,1
19941215,1
19941008,1
19941012,1
19941014,1
19941026,2
19941029,1
19941031,1
19941101,1
19941104,1
19941105,1
19941116,2
19941122,1
19941125,2
19941210,1
19941213,1
19941217,2
19941221,1
19941226,1
19941229,1
19950105,1
19950110,1
19950111,3
19950112,1
19950114,2
19950117,1
19950120,2
19950130,1
19950213,1
19950216,1
19950316,1
19950322,1
19950329,1
19950331,1
19950417,1
19950423,1
19950427,1
19950429,1
19950501,1
19950503,1
19950509,1
19950513,1
19950524,1
19950525,1
19950529,1
19950608,1
19950609,1
19950614,1
19950616,1
19950617,1
19950624,1
19950627,1
19950630,1
19950701,1
19950707,1
19950712,1
19950717,1
19950718,1
19950725,1
19950802,1
19950809,2
19950814,1
19950821,1
19950901,1
19950902,2
19950909,1
19950911,1
19950912,1
19950913,1
19950915,1
19950916,1
19950921,1
19950922,1
19950924,1
19950927,1
19951003,1
19951004,1
19951010,1
19951022,1
19951031,1
19951109,1
19951113,1
19951122,1
19951129,1
19951130,1
19951203,1
19951205,1
19951207,1
19951208,1
19951213,1
19951218,1
19951220,1
19951222,1
19960312,2
19960108,1
19960118,1
19960122,1
19960129,1
19960204,1
19960205,2
19960206,1
19960211,1
19960212,1
19960216,1
19960219,1
19960226,1
19960227,1
19960229,1
19960302,1
19960309,1
19960313,1
19960317,1
19960403,1
19960405,2
19960411,1
19960503,1
19960509,1
19960510,1
19960511,2
19960519,1
19960606,1
19960609,1
19960612,1
19960613,1
19960621,1
19960706,1
19960709,1
19960711,1
19960715,1
19960717,2
19960720,1
19960724,1
19960812,1
19960814,1
19960817,1
19960818,1
19960819,1
19960829,1
19960913,1
19960923,1
19960925,1
19961002,1
19961003,1
19961006,1
19961008,1
19961013,1
19961020,1
19961022,1
19961026,1
19961031,1
19961101,1
19961107,2
19970312,1
19961112,1
19961113,1
19961114,1
19961119,1
19961122,1
19961123,1
19961126,1
19961127,1
19961130,1
19961207,1
19961209,1
19961217,1
19961221,1
19961222,2
19961224,1
19970102,1
19970107,1
19970109,1
19970129,1
19970131,1
19970201,1
19970202,1
19970204,1
19970214,1
19970219,1
19970304,1
19970307,1
19970313,1
19970318,1
19970401,1
19970404,1
19970410,1
19970414,1
19970415,1
19970416,1
19970419,1
19970423,1
19970508,1
19970606,1
19970610,1
19970703,1
19970705,1
19970706,1
19970709,1
19970711,1
19970712,1
19970717,1
19970718,1
19970721,1
19970729,1
19970730,1
19970806,1
19970807,1
19970810,2
19970814,1
19970815,1
19970829,1
19970903,1
19970906,1
19970912,1
19970913,1
19970926,1
19971008,1
19971009,1
19971010,2
19971012,1
19971029,1
19971030,1
19971108,1
19971205,1
19971209,1
19971213,1
19971216,2
19971217,1
19971219,1
19971220,1
19971227,1
19971228,1
19971231,1
19980109,1
19980113,2
19980127,1
19980202,1
19980203,1
19980204,1
19980205,1
19980212,1
19980216,1
19980305,1
19980307,1
19980310,1
19980318,1
19980319,1
19980322,1
19980328,1
19980331,1
19980420,1
19980505,1
19980512,1
19980525,2
19980526,1
19980618,1
19980625,1
19980713,1
19980716,1
19980717,1
19980723,1
19980727,1
19980728,1
19980729,1
19980730,2
19990225,1
19980804,1
19980811,1
19980819,1
19980821,1
19980823,2
19980824,1
19980829,2
19980902,1
19980909,1
19980910,1
19990701,1
20010108,1
19980914,1
19980925,1
19980928,1
19980929,2
19981002,1
19981010,1
19981021,1
19981025,1
19981101,1
19981111,1
19981117,1
19981121,1
19981123,1
19981127,1
19981202,1
19981207,1
19990702,1
19981211,1
19981214,1
19981217,1
19981222,2
19981226,1
19990102,1
19990112,1
19990113,1
19990116,1
19990117,1
19990121,1
19990202,1
19990203,1
19990208,1
19990212,1
19990224,1
19990307,2
19990318,1
19990319,1
19990407,1
19990408,1
19990415,1
19990508,1
19990524,1
19990529,2
19990601,1
19990603,1
19990609,1
19990617,1
19990625,1
19990630,1
19990704,1
19990707,1
19990709,1
19990716,1
19990720,2
19990723,1
19990724,1
19990731,1
19990807,1
19990812,1
19990822,1
19990824,1
19990826,1
19990831,1
19990901,1
19990903,2
19990905,2
19990914,1
19990917,1
19990925,1
19991002,2
19991024,1
19991025,2
19991031,1
20010104,1
19991109,1
19991112,1
19991126,1
19991205,2
19991206,2
19991207,1
19991209,1
19991210,1
19991211,1
19991221,1
20000405,2
20000419,1
19991222,1
19991224,1
19991225,1
19991229,1
20000105,1
20000110,1
20000113,1
20000115,1
20000125,1
20000130,1
20000702,1
20000131,1
20000202,2
20000205,1
20000216,1
20000305,1
20000309,1
20000317,1
20000322,3
20000324,1
20000325,1
20000401,1
20000623,1
20000429,1
20000502,1
20000503,2
20000510,1
20000517,1
20000521,1
20000525,1
20000531,1
20000605,1
20000614,1
20000621,1
20000622,1
20000627,1
20000708,1
20000709,1
20000713,1
20000717,1
20000719,1
20000720,1
20000721,1
20000725,1
20000726,1
20000727,1
20000802,1
20000806,1
20000809,1
20000812,1
20000814,1
20000815,1
20000823,1
20000825,1
20000826,1
20000902,1
20000904,1
20000916,1
20000918,1
20001006,1
20001211,1
20001008,1
20001009,1
20001010,1
20001016,2
20001019,1
20001025,1
20001031,1
20001107,1
20001109,1
20001115,1
20001120,1
20001125,1
20010114,1
20010123,1
20010125,1
20010127,1
20010131,1
20010208,2
20010210,1
20010227,1
20010302,1
20010303,2
20010315,1
20010317,1
20010324,1
20010326,1
20010329,1
20010402,1
20010404,1
20010407,1
20010428,1
20010516,1
20010517,2
20010522,1
20010615,1
20010704,1
20010705,1
20010712,1
20010714,1
20010730,1
20010805,1
20010810,1
20010823,1
20010824,2
20010825,1
20010829,1
20010911,4
20010912,1
20010915,1
20010918,1
20011003,1
20011004,1
20011008,2
20011010,2
20011011,1
20011013,1
20011018,1
20011112,1
20011119,1
20011122,1
20011123,1
20011124,1
20011127,1
20011128,1
20011201,2
20011210,1
20011214,1
20011216,1
20011220,1
20011226,1
20020101,1
20020104,1
20020109,1
20020114,1
20020115,1
20020116,1
20020117,1
20020119,1
20020127,1
20020128,1
20020202,1
20020212,1
20020215,1
20020221,1
20020222,1
20020309,1
20020314,1
20020315,1
20020317,1
20020401,1
20020412,1
20020415,1
20020418,1
20020419,1
20020424,1
20020428,1
20020504,1
20020507,2
20020521,1
20020525,2
20020601,1
20020602,1
20020604,1
20020611,1
20020612,1
20020701,1
20020704,2
20020712,1
20020716,2
20020717,1
20020727,1
20020728,1
20020807,1
20020815,1
20020819,1
20020822,1
20020829,1
20020830,2
20020902,1
20020904,1
20020913,1
20020914,1
20020928,1
20021001,1
20021007,1
20021023,1
20021025,1
20021106,1
20021107,1
20021108,1
20021111,1
20021128,1
20021209,1
20021213,1
20031115,1
20021217,1
20021221,1
20021223,1
20021225,1
20021226,1
20021227,2
20030108,1
20030109,1
20030117,1
20030124,1
20030131,1
20030207,1
20030210,1
20030216,1
20030219,1
20030220,1
20030301,1
20030306,1
20030327,1
20030328,1
20030508,1
20030526,1
20030528,1
20030601,1
20030604,1
20030606,1
20030611,1
20030615,1
20030622,2
20030625,1
20030626,1
20030630,1
20030701,1
20030705,1
20030708,2
20030713,1
20030719,1
20030723,1
20030804,1
20030808,1
20030820,1
20030824,1
20030826,1
20030911,2
20030919,1
20030920,1
20030927,2
20031003,1
20031011,1
20031026,1
20031027,1
20031029,1
20031102,2
20031108,1
20031129,2
20031216,1
20031218,1
20031223,1
20031225,1
20040103,1
20040113,1
20040117,1
20040128,1
20040206,1
20040210,1
20040224,1
20040301,1
20040304,1
20040310,1
20040712,1
20040316,1
20040318,1
20040321,1
20040502,1
20040504,1
20040505,1
20040506,1
20040511,1
20040514,2
20040518,1
20040523,1
20040525,1
20040608,1
20040611,1
20040628,1
20040702,1
20040710,1
20040722,1
20040729,1
20040813,1
20040817,1
20040818,1
20040821,1
20040824,2
20040827,1
20040909,1
20040911,1
20040929,1
20041005,1
20041122,2
20041127,1
20041014,1
20041015,1
20041016,2
20041019,1
20041024,1
20041118,1
20041121,1
20041128,1
20041130,2
20041206,1
20041207,1
20041210,1
20041211,2
20050113,3
20050126,1
20050127,1
20050130,1
20050203,2
20050210,1
20050216,1
20050222,2
20050308,1
20050315,1
20050316,1
20050323,1
20050326,1
20050331,1
20050412,1
20050420,1
20050428,1
20050502,1
20050505,1
20050507,1
20050516,1
20050518,1
20050525,1
20050602,1
20050716,1
20050802,1
20050806,1
20050810,1
20050814,1
20050816,1
20050823,1
20050905,2
20050909,1
20050915,1
20050916,1
20050923,1
20051004,1
20051006,1
20051022,1
20051119,1
20051206,1
20051208,1
20051210,1
20051219,1
20051223,1
20061117,1
20051228,1
20060102,1
20060108,1
20060109,1
20060119,1
20060121,1
20060205,1
20060208,1
20060307,1
20060309,1
20060318,1
20060324,1
20060331,1
20060410,2
20060423,1
20060424,1
20060428,1
20060503,1
20060514,1
20060523,1
20060602,1
20060603,1
20060608,1
20060611,1
20060621,1
20060630,1
20060702,1
20060707,1
20060709,1
20060710,1
20060803,1
20061118,1
20060804,1
20060813,1
20060822,1
20060827,1
20060901,1
20060902,1
20060911,1
20060917,1
20060929,1
20061010,1
20061019,1
20061029,1
20061127,1
20061210,1
20061214,1
20061216,1
20070101,1
20070105,1
20070109,1
20070110,1
20070112,1
20070120,1
20070125,1
20070206,1
20070207,1
20070307,1
20070308,1
20070311,1
20070314,1
20070317,1
20070323,1
20070425,1
20070427,1
20070505,1
20070506,1
20070517,1
20070524,1
20070603,1
20070604,1
20070613,1
20070616,1
20070621,1
20070625,1
20070628,1
20070705,2
20070708,1
20070717,1
20070723,1
20070724,1
20070729,1
20070805,1
20070809,1
20070816,1
20070822,2
20070826,1
20070907,1
